Line,Replicate,Vial,Sex,Block,Length(mm),Width(mm)
91,8,2,2,1,0.87,0.77
91,9,2,2,1,0.84,0.72
91,10,2,2,1,0.81,0.74
93,1,1,1,1,1.04,0.85
93,2,1,1,1,1.04,0.87
93,3,1,1,1,1.07,0.87
93,4,1,1,1,1.03,0.88
93,5,1,1,1,1.04,0.9
93,6,1,1,1,1.06,0.85
93,7,1,1,1,1.02,0.91
93,8,1,1,1,1.08,0.91
93,9,1,1,1,1.06,0.89
93,10,1,1,1,1.11,0.89
93,1,2,1,1,1.1,0.88
93,2,2,1,1,1.05,0.87
93,3,2,1,1,1.04,0.89
93,4,2,1,1,1.01,0.81
93,5,2,1,1,1.06,0.86
93,6,2,1,1,1.04,0.85
93,7,2,1,1,1.07,0.88
93,8,2,1,1,1.02,0.83
93,9,2,1,1,1.1,0.9
93,10,2,1,1,1.12,0.93
93,1,1,2,1,0.9,0.72
93,2,1,2,1,0.92,0.8
93,3,1,2,1,0.9,0.76
93,4,1,2,1,0.95,0.77
93,5,1,2,1,0.96,0.81
93,6,1,2,1,0.92,0.79
93,7,1,2,1,0.9,0.76
93,8,1,2,1,0.89,0.78
93,9,1,2,1,0.9,0.79
93,10,1,2,1,0.94,0.79
93,1,2,2,1,0.94,0.83
93,2,2,2,1,0.97,0.82
93,3,2,2,1,0.93,0.78
93,4,2,2,1,0.91,0.75
93,5,2,2,1,0.9,0.76
93,6,2,2,1,0.96,0.79
93,7,2,2,1,0.96,0.83
93,8,2,2,1,0.97,0.84
93,9,2,2,1,0.95,0.82
93,10,2,2,1,0.97,0.81
100,1,1,1,1,1.03,0.85
100,2,1,1,1,1.01,0.84
100,3,1,1,1,1.06,0.86
100,4,1,1,1,1.02,0.8
100,5,1,1,1,1.04,0.83
100,6,1,1,1,1.02,0.81
100,7,1,1,1,1.03,0.84
100,8,1,1,1,1.08,0.85
100,9,1,1,1,1,0.82
100,10,1,1,1,1.05,0.84
100,1,2,1,1,1.04,0.84
100,2,2,1,1,1.03,0.86
100,3,2,1,1,1.01,0.83
100,4,2,1,1,0.98,0.8
100,5,2,1,1,0.93,0.8
100,6,2,1,1,1.06,0.89
100,7,2,1,1,0.99,0.83
100,8,2,1,1,1.08,0.88
100,9,2,1,1,1,0.84
100,10,2,1,1,1.03,0.84
100,1,1,2,1,0.85,0.76
100,2,1,2,1,0.91,0.71
100,3,1,2,1,0.9,0.76
100,4,1,2,1,0.88,0.74
100,5,1,2,1,0.86,0.75
100,6,1,2,1,0.92,0.8
100,7,1,2,1,0.89,0.73
100,8,1,2,1,0.92,0.77
100,9,1,2,1,0.87,0.71
100,10,1,2,1,0.93,0.76
100,1,2,2,1,0.9,0.76
100,2,2,2,1,0.91,0.8
100,3,2,2,1,0.87,0.74
100,4,2,2,1,0.86,0.73
100,5,2,2,1,0.87,0.71
100,6,2,2,1,0.83,0.74
100,7,2,2,1,0.93,0.77
100,8,2,2,1,0.87,0.72
100,9,2,2,1,0.92,0.73
100,10,2,2,1,0.86,0.75
136,1,1,1,1,1.07,0.89
136,2,1,1,1,0.99,0.85
136,3,1,1,1,1.04,0.88
136,4,1,1,1,1,0.8
136,5,1,1,1,1.06,0.85
136,6,1,1,1,1.02,0.86
136,7,1,1,1,1.02,0.8
136,8,1,1,1,1.03,0.84
136,9,1,1,1,1.02,0.83
136,10,1,1,1,1.03,0.85
136,1,2,1,1,1.11,0.89
136,2,2,1,1,1.01,0.82
136,3,2,1,1,1.03,0.83
136,4,2,1,1,1.06,0.87
136,5,2,1,1,1.06,0.84
136,6,2,1,1,1.05,0.84
136,7,2,1,1,1.05,0.84
136,8,2,1,1,1.04,0.88
136,9,2,1,1,1.04,0.82
136,10,2,1,1,1.03,0.83
136,1,1,2,1,0.89,0.7
136,2,1,2,1,0.9,0.78
136,3,1,2,1,0.88,0.73
136,4,1,2,1,0.9,0.77
136,5,1,2,1,0.86,0.77
136,6,1,2,1,0.87,0.74
136,7,1,2,1,0.88,0.7
136,8,1,2,1,0.9,0.78
136,9,1,2,1,0.94,0.78
136,10,1,2,1,0.89,0.77
136,1,2,2,1,0.86,0.72
136,2,2,2,1,0.88,0.75
136,3,2,2,1,0.85,0.75
136,4,2,2,1,0.9,0.76
136,5,2,2,1,0.88,0.73
136,6,2,2,1,0.89,0.74
136,7,2,2,1,0.88,0.75
136,8,2,2,1,0.87,0.74
136,9,2,2,1,0.9,0.72
136,10,2,2,1,0.85,0.71
161,1,1,1,1,0.98,0.83
161,2,1,1,1,0.97,0.83
161,3,1,1,1,0.97,0.84
161,4,1,1,1,0.97,0.85
161,5,1,1,1,0.99,0.84
161,6,1,1,1,1.02,0.89
161,7,1,1,1,0.96,0.81
161,8,1,1,1,1,0.85
161,9,1,1,1,1,0.87
161,10,1,1,1,0.99,0.84
161,1,2,1,1,0.98,0.83
161,2,2,1,1,0.97,0.83
161,3,2,1,1,0.98,0.83
161,4,2,1,1,0.98,0.8
161,5,2,1,1,0.97,0.83
161,6,2,1,1,0.98,0.85
161,7,2,1,1,0.98,0.82
161,8,2,1,1,0.99,0.83
161,9,2,1,1,0.98,0.85
161,10,2,1,1,0.94,0.81
161,1,1,2,1,0.87,0.76
161,2,1,2,1,0.84,0.72
161,3,1,2,1,0.88,0.73
161,4,1,2,1,0.87,0.76
161,5,1,2,1,0.84,0.72
161,6,1,2,1,0.9,0.76
161,7,1,2,1,0.83,0.74
161,8,1,2,1,0.87,0.76
161,9,1,2,1,0.89,0.75
161,10,1,2,1,0.83,0.74
161,1,2,2,1,0.88,0.75
161,2,2,2,1,0.84,0.73
161,3,2,2,1,0.85,0.73
161,4,2,2,1,0.85,0.73
161,5,2,2,1,0.79,0.64
161,6,2,2,1,0.84,0.74
161,7,2,2,1,0.83,0.75
161,8,2,2,1,0.84,0.73
161,9,2,2,1,0.8,0.7
161,10,2,2,1,0.85,0.71
177,1,1,1,1,0.99,0.83
177,2,1,1,1,0.91,0.79
177,3,1,1,1,1,0.84
177,4,1,1,1,0.99,0.85
177,5,1,1,1,0.98,0.87
177,6,1,1,1,0.97,0.82
177,7,1,1,1,1.01,0.82
177,8,1,1,1,0.96,0.83
177,9,1,1,1,0.96,0.83
177,10,1,1,1,1.01,0.85
177,1,2,1,1,1,0.81
177,2,2,1,1,0.97,0.8
177,3,2,1,1,0.96,0.83
177,4,2,1,1,1,0.78
177,5,2,1,1,0.98,0.83
177,6,2,1,1,1,0.83
177,7,2,1,1,1.01,0.85
177,8,2,1,1,1.01,0.9
177,9,2,1,1,1.01,0.86
177,10,2,1,1,0.98,0.87
177,1,1,2,1,0.87,0.74
177,2,1,2,1,0.84,0.74
177,3,1,2,1,0.87,0.75
177,4,1,2,1,0.84,0.77
177,5,1,2,1,0.86,0.75
177,6,1,2,1,0.85,0.71
177,7,1,2,1,0.85,0.8
177,8,1,2,1,0.94,0.84
177,9,1,2,1,0.84,0.74
177,10,1,2,1,0.86,0.74
177,1,2,2,1,0.86,0.76
177,2,2,2,1,0.88,0.74
177,3,2,2,1,0.88,0.76
177,4,2,2,1,0.86,0.77
177,5,2,2,1,0.86,0.75
177,6,2,2,1,0.82,0.72
177,7,2,2,1,0.85,0.73
177,8,2,2,1,0.86,0.76
177,9,2,2,1,0.87,0.75
177,10,2,2,1,0.87,0.78
181,1,1,1,1,0.97,0.8
181,2,1,1,1,0.96,0.79
181,3,1,1,1,0.96,0.82
181,4,1,1,1,0.97,0.8
181,5,1,1,1,0.96,0.74
181,6,1,1,1,0.94,0.77
181,7,1,1,1,0.97,0.77
181,8,1,1,1,0.96,0.83
181,9,1,1,1,0.92,0.79
181,10,1,1,1,0.95,0.78
181,1,2,1,1,0.96,0.82
181,2,2,1,1,0.94,0.8
181,3,2,1,1,0.93,0.81
181,4,2,1,1,1.01,0.83
181,5,2,1,1,0.94,0.83
181,6,2,1,1,0.98,0.81
181,7,2,1,1,0.93,0.8
181,8,2,1,1,1.01,0.84
181,9,2,1,1,1,0.82
181,10,2,1,1,0.93,0.78
181,1,1,2,1,0.81,0.68
181,2,1,2,1,0.81,0.71
181,3,1,2,1,0.8,0.69
181,4,1,2,1,0.83,0.71
181,5,1,2,1,0.78,0.69
181,6,1,2,1,0.83,0.72
181,7,1,2,1,0.74,0.67
181,8,1,2,1,0.79,0.71
181,9,1,2,1,0.79,0.69
181,10,1,2,1,0.85,0.67
181,1,2,2,1,0.83,0.72
181,2,2,2,1,0.82,0.71
181,3,2,2,1,0.8,0.72
181,4,2,2,1,0.82,0.76
181,5,2,2,1,0.81,0.67
181,6,2,2,1,0.82,0.71
181,7,2,2,1,0.8,0.7
181,8,2,2,1,0.82,0.71
181,9,2,2,1,0.83,0.72
181,10,2,2,1,0.83,0.74
195,1,1,1,1,1.02,0.81
195,2,1,1,1,1.04,0.84
195,3,1,1,1,0.98,0.83
195,4,1,1,1,1.04,0.87
195,5,1,1,1,0.98,0.8
195,6,1,1,1,0.93,0.75
195,7,1,1,1,1.05,0.89
195,8,1,1,1,1.01,0.82
195,9,1,1,1,1.03,0.86
195,10,1,1,1,1.02,0.83
195,1,2,1,1,0.99,0.78
195,2,2,1,1,0.95,0.79
195,3,2,1,1,1,0.8
195,4,2,1,1,0.97,0.78
195,5,2,1,1,0.99,0.81
195,6,2,1,1,0.98,0.8
195,7,2,1,1,1.02,0.87
195,8,2,1,1,1.02,0.81
195,9,2,1,1,1.03,0.81
195,10,2,1,1,1.04,0.87
195,1,1,2,1,0.88,0.73
195,2,1,2,1,0.92,0.76
195,3,1,2,1,0.9,0.77
195,4,1,2,1,0.91,0.75
195,5,1,2,1,0.89,0.76
195,6,1,2,1,0.89,0.74
195,7,1,2,1,0.88,0.73
195,8,1,2,1,0.84,0.71
195,9,1,2,1,0.87,0.72
195,10,1,2,1,0.87,0.72
195,1,2,2,1,0.9,0.74
195,2,2,2,1,0.9,0.76
195,3,2,2,1,0.87,0.76
195,4,2,2,1,0.87,0.75
195,5,2,2,1,0.87,0.7
195,6,2,2,1,0.9,0.74
195,7,2,2,1,0.83,0.68
195,8,2,2,1,0.87,0.73
195,9,2,2,1,0.85,0.73
195,10,2,2,1,0.87,0.74
208,1,1,1,1,1.04,0.9
208,2,1,1,1,0.99,0.85
208,3,1,1,1,1.02,0.87
208,4,1,1,1,1.01,0.86
208,5,1,1,1,1.03,0.85
208,6,1,1,1,1.02,0.83
208,7,1,1,1,1,0.82
208,8,1,1,1,1.04,0.88
208,9,1,1,1,1.04,0.87
208,10,1,1,1,1,0.85
208,1,2,1,1,1.06,0.88
208,2,2,1,1,1.01,0.84
208,3,2,1,1,1.01,0.81
208,4,2,1,1,1.03,0.87
208,5,2,1,1,1.04,0.88
208,6,2,1,1,1.04,0.89
208,7,2,1,1,1.03,0.87
208,8,2,1,1,0.99,0.78
208,9,2,1,1,1.05,0.88
208,10,2,1,1,1.04,0.86
208,1,1,2,1,0.91,0.77
208,2,1,2,1,0.85,0.74
208,3,1,2,1,0.9,0.76
208,4,1,2,1,0.86,0.75
208,5,1,2,1,0.86,0.73
208,6,1,2,1,0.9,0.77
208,7,1,2,1,0.89,0.78
208,8,1,2,1,0.91,0.75
208,9,1,2,1,0.88,0.73
208,10,1,2,1,0.88,0.77
208,1,2,2,1,0.89,0.76
208,2,2,2,1,0.87,0.73
208,3,2,2,1,0.9,0.79
208,4,2,2,1,0.84,0.75
208,5,2,2,1,0.87,0.76
208,6,2,2,1,0.9,0.78
208,7,2,2,1,0.87,0.78
208,8,2,2,1,0.88,0.76
208,9,2,2,1,0.83,0.75
208,10,2,2,1,0.89,0.79
217,1,1,1,1,1.04,0.83
217,2,1,1,1,1,0.79
217,3,1,1,1,0.97,0.76
217,4,1,1,1,1.02,0.81
217,5,1,1,1,1.01,0.79
217,6,1,1,1,0.98,0.77
217,7,1,1,1,1.07,0.84
217,8,1,1,1,0.98,0.76
217,9,1,1,1,1.02,0.81
217,10,1,1,1,1.01,0.81
217,1,2,1,1,0.98,0.79
217,2,2,1,1,0.98,0.77
217,3,2,1,1,0.99,0.82
217,4,2,1,1,1.04,0.82
217,5,2,1,1,1.07,0.85
217,6,2,1,1,1.03,0.81
217,7,2,1,1,1,0.79
217,8,2,1,1,1.01,0.8
217,9,2,1,1,1.02,0.82
217,10,2,1,1,1.01,0.79
217,1,1,2,1,0.85,0.69
217,2,1,2,1,0.87,0.69
217,3,1,2,1,0.86,0.71
217,4,1,2,1,0.89,0.7
217,5,1,2,1,0.86,0.7
217,6,1,2,1,0.84,0.67
217,7,1,2,1,0.87,0.72
217,8,1,2,1,0.86,0.7
217,9,1,2,1,0.85,0.69
217,10,1,2,1,0.86,0.7
217,1,2,2,1,0.85,0.73
217,2,2,2,1,0.88,0.73
217,3,2,2,1,0.87,0.71
217,4,2,2,1,0.88,0.7
217,5,2,2,1,0.84,0.7
217,6,2,2,1,0.9,0.74
217,7,2,2,1,0.9,0.74
217,8,2,2,1,0.84,0.7
217,9,2,2,1,0.88,0.74
217,10,2,2,1,0.89,0.73
227,1,1,1,1,0.95,0.8
227,2,1,1,1,0.95,0.82
227,3,1,1,1,0.93,0.81
227,4,1,1,1,0.95,0.86
227,5,1,1,1,0.96,0.82
227,6,1,1,1,0.96,0.84
227,7,1,1,1,0.95,0.77
227,8,1,1,1,0.98,0.85
227,9,1,1,1,0.96,0.79
227,10,1,1,1,0.98,0.83
227,1,2,1,1,0.96,0.83
227,2,2,1,1,0.94,0.82
227,3,2,1,1,0.96,0.82
227,4,2,1,1,0.96,0.82
227,5,2,1,1,0.91,0.79
227,6,2,1,1,0.98,0.81
227,7,2,1,1,0.98,0.85
227,8,2,1,1,0.94,0.81
227,9,2,1,1,0.98,0.81
227,10,2,1,1,0.96,0.83
227,1,1,2,1,0.83,0.7
227,2,1,2,1,0.84,0.75
227,3,1,2,1,0.85,0.72
227,4,1,2,1,0.84,0.73
227,5,1,2,1,0.84,0.7
227,6,1,2,1,0.86,0.74
227,7,1,2,1,0.82,0.75
227,8,1,2,1,0.82,0.72
227,9,1,2,1,0.86,0.71
227,10,1,2,1,0.83,0.72
227,1,2,2,1,0.82,0.71
227,2,2,2,1,0.86,0.75
227,3,2,2,1,0.86,0.74
227,4,2,2,1,0.84,0.74
227,5,2,2,1,0.87,0.74
227,6,2,2,1,0.87,0.75
227,7,2,2,1,0.84,0.74
227,8,2,2,1,0.87,0.74
227,9,2,2,1,0.86,0.74
227,10,2,2,1,0.81,0.7
228,1,1,1,1,1,0.85
228,2,1,1,1,1,0.85
228,3,1,1,1,1.04,0.85
228,4,1,1,1,1.01,0.85
228,5,1,1,1,1.02,0.83
228,6,1,1,1,1.01,0.81
228,7,1,1,1,1.01,0.88
228,8,1,1,1,1.01,0.86
228,9,1,1,1,1.04,0.88
228,10,1,1,1,1.03,0.87
228,1,2,1,1,0.99,0.89
228,2,2,1,1,1,0.86
228,3,2,1,1,1.02,0.84
228,4,2,1,1,1.02,0.84
228,5,2,1,1,1.02,0.84
228,6,2,1,1,1.03,0.86
228,7,2,1,1,1.01,0.88
228,8,2,1,1,1.01,0.82
228,9,2,1,1,1.04,0.84
228,10,2,1,1,1.02,0.84
228,1,1,2,1,0.87,0.74
228,2,1,2,1,0.87,0.73
228,3,1,2,1,0.88,0.78
228,4,1,2,1,0.9,0.78
228,5,1,2,1,0.87,0.74
228,6,1,2,1,0.89,0.78
228,7,1,2,1,0.89,0.77
228,8,1,2,1,0.9,0.77
228,9,1,2,1,0.93,0.77
228,10,1,2,1,0.87,0.75
228,1,2,2,1,0.87,0.74
228,2,2,2,1,0.93,0.81
228,3,2,2,1,0.89,0.75
228,4,2,2,1,0.88,0.75
228,5,2,2,1,0.86,0.74
228,6,2,2,1,0.88,0.75
228,7,2,2,1,0.88,0.77
228,8,2,2,1,0.86,0.75
228,9,2,2,1,0.88,0.74
228,10,2,2,1,0.89,0.78
235,1,1,1,1,1.02,0.88
235,2,1,1,1,0.88,0.78
235,3,1,1,1,1.03,0.88
235,4,1,1,1,0.97,0.84
235,5,1,1,1,0.99,0.86
235,6,1,1,1,0.95,0.83
235,7,1,1,1,0.98,0.85
235,8,1,1,1,0.95,0.8
235,9,1,1,1,1.01,0.86
235,10,1,1,1,0.81,0.75
235,1,2,1,1,0.99,0.85
235,2,2,1,1,0.99,0.85
235,3,2,1,1,0.99,0.82
235,4,2,1,1,0.96,0.81
235,5,2,1,1,0.96,0.8
235,6,2,1,1,0.95,0.81
235,7,2,1,1,1.02,0.86
235,8,2,1,1,0.97,0.8
235,9,2,1,1,0.99,0.86
235,10,2,1,1,1.02,0.82
235,1,1,2,1,0.91,0.78
235,2,1,2,1,0.89,0.77
235,3,1,2,1,0.87,0.75
235,4,1,2,1,0.93,0.76
235,5,1,2,1,0.7,0.72
235,6,1,2,1,0.92,0.73
235,7,1,2,1,0.84,0.78
235,8,1,2,1,0.89,0.76
235,9,1,2,1,0.86,0.76
235,10,1,2,1,0.87,0.78
235,1,2,2,1,0.88,0.76
235,2,2,2,1,0.91,0.79
235,3,2,2,1,0.92,0.82
235,4,2,2,1,0.83,0.75
235,5,2,2,1,0.85,0.74
235,6,2,2,1,0.85,0.74
235,7,2,2,1,0.84,0.74
235,8,2,2,1,0.82,0.73
235,9,2,2,1,0.77,0.69
235,10,2,2,1,0.9,0.75
237,1,1,1,1,0.95,0.84
237,2,1,1,1,0.95,0.79
237,3,1,1,1,0.97,0.78
237,4,1,1,1,1,0.85
237,5,1,1,1,1.03,0.75
237,6,1,1,1,1,0.83
237,7,1,1,1,0.92,0.8
237,8,1,1,1,1.01,0.85
237,9,1,1,1,0.97,0.78
237,10,1,1,1,0.98,0.82
237,1,2,1,1,0.99,0.84
237,2,2,1,1,0.94,0.82
237,3,2,1,1,1.03,0.8
237,4,2,1,1,0.99,0.86
237,5,2,1,1,0.95,0.83
237,6,2,1,1,0.96,0.83
237,7,2,1,1,0.98,0.83
237,8,2,1,1,1.01,0.8
237,9,2,1,1,0.92,0.81
237,10,2,1,1,0.99,0.83
237,1,1,2,1,0.84,0.67
237,2,1,2,1,0.88,0.74
237,3,1,2,1,0.85,0.72
237,4,1,2,1,0.86,0.73
237,5,1,2,1,0.8,0.72
237,6,1,2,1,0.86,0.71
237,7,1,2,1,0.84,0.69
237,8,1,2,1,0.85,0.73
237,9,1,2,1,0.86,0.73
237,10,1,2,1,0.84,0.71
237,1,2,2,1,0.81,0.71
237,2,2,2,1,0.85,0.7
237,3,2,2,1,0.75,0.9
237,4,2,2,1,0.83,0.7
237,5,2,2,1,0.78,0.68
237,6,2,2,1,0.84,0.69
237,7,2,2,1,0.81,0.7
237,8,2,2,1,0.83,0.69
237,9,2,2,1,0.79,0.7
237,10,2,2,1,0.84,0.75
239,1,1,1,1,1.07,0.9
239,2,1,1,1,1.05,0.88
239,3,1,1,1,1,0.82
239,4,1,1,1,1.07,0.83
239,5,1,1,1,1.08,0.9
239,6,1,1,1,1.11,0.88
239,7,1,1,1,1.04,0.9
239,8,1,1,1,1.01,0.79
239,9,1,1,1,1.02,0.89
239,10,1,1,1,1.05,0.87
239,1,2,1,1,1.02,0.82
239,2,2,1,1,1.04,0.88
239,3,2,1,1,1.04,0.86
239,4,2,1,1,1.03,0.82
239,5,2,1,1,1.02,0.83
239,6,2,1,1,1.05,0.85
239,7,2,1,1,0.98,0.85
239,8,2,1,1,0.99,0.8
239,9,2,1,1,1,0.86
239,10,2,1,1,1.02,0.81
239,1,1,2,1,0.83,0.72
239,2,1,2,1,0.86,0.69
239,3,1,2,1,0.89,0.76
239,4,1,2,1,0.91,0.8
239,5,1,2,1,0.88,0.72
239,6,1,2,1,0.91,0.77
239,7,1,2,1,0.88,0.78
239,8,1,2,1,0.9,0.79
239,9,1,2,1,0.94,0.8
239,10,1,2,1,0.92,0.81
239,1,2,2,1,0.79,0.74
